Agent_ID,Age,PublicTransport_Jobs,essential_worker,Adherence_to_Intervention,VillTownName,H_Lat,H_Lon,HHID,school_id,WorkPlaceID
4287,40,1,0,0.9,some_village,0.57358795,0.5593003,1008,0,49
4288,66,0,1,0.9,some_village,0.39176124,0.2570448,1025,0,25
4289,13,0,0,1.0,some_village,0.0210644,0.56473917,516,8,0
4290,14,0,0,0.3,some_village,0.42166173,0.2983479,1427,1,0
4291,27,0,0,0.6,some_village,0.50048393,0.43861264,2266,7,0
4292,63,0,1,0.9,some_village,0.09617239,0.054488063,125,0,24
4293,65,0,0,0.7,some_village,0.14494687,0.2734655,761,0,40
4294,75,0,0,0.8,some_village,0.2782488,0.056875587,1087,0,30
4295,78,1,0,0.6,some_village,0.86353093,0.02895546,711,0,40
4296,47,1,0,0.6,some_village,0.5857117,0.19276488,494,0,34
4297,52,0,0,1.0,some_village,0.48536313,0.71680015,1003,0,45
4298,70,1,0,1.0,some_village,0.80913365,0.33860266,2015,0,42
4299,11,0,0,0.6,some_village,0.99023825,0.44264048,1597,2,0
4300,49,0,0,0.5,some_village,0.15866262,0.7766861,2186,0,28
4301,17,0,0,0.5,some_village,0.045305908,0.12684089,1557,1,0
4302,17,0,0,0.7,some_village,0.67657226,0.4883315,952,6,0
4303,78,0,0,0.6,some_village,0.3246898,0.3407222,735,0,38
4304,8,1,0,0.9,some_village,0.75112087,0.17897135,2201,1,0
4305,24,1,0,0.8,some_village,0.9775301,0.7288915,1995,10,0
4306,56,0,0,0.9,some_village,0.18663812,0.6339372,1662,0,27
4307,68,1,0,0.6,some_village,0.6453001,0.60664696,1876,0,22
4308,53,0,0,0.3,some_village,0.8822309,0.4896574,1324,0,28
4309,57,1,0,0.9,some_village,0.56282926,0.18719578,1980,0,21
4310,68,0,1,0.7,some_village,0.57855797,0.7817498,1491,0,25
4311,59,1,0,0.7,some_village,0.41708732,0.31002027,713,0,26
4312,13,0,0,0.5,some_village,0.0018665195,0.7546183,825,10,0
4313,16,1,0,0.8,some_village,0.88845015,0.80803627,920,7,0
4314,78,0,0,0.9,some_village,0.8102327,0.28660852,1159,0,41
4315,63,1,0,0.7,some_village,0.52456063,0.22861987,78,0,25
4316,54,0,1,1.0,some_village,0.116087675,0.72819966,1799,0,29
4317,55,1,0,0.5,some_village,0.2695564,0.6400691,2296,0,37
4318,34,1,0,0.5,some_village,0.437658,0.7360493,2071,0,33
4319,12,0,0,0.7,some_village,0.28082788,0.59207183,2491,10,0
4320,73,0,0,0.9,some_village,0.75612855,0.5486414,1507,0,46
4321,65,0,0,0.6,some_village,0.17275316,0.84022784,2045,0,29
4322,26,1,0,1.0,some_village,0.9067882,0.059221566,645,5,0
4323,72,1,0,0.6,some_village,0.7275102,0.012084544,2044,0,15
4324,26,0,0,0.7,some_village,0.92608887,0.7479784,1754,5,0
4325,56,0,1,0.8,some_village,0.33853197,0.94114304,1366,0,26
4326,24,0,0,0.9,some_village,0.40888536,0.82118124,1886,7,0
4327,52,1,0,1.0,some_village,0.3454122,0.5506731,1284,0,30
4328,55,0,0,0.5,some_village,0.21641344,0.9986792,691,0,36
4329,16,0,0,0.9,some_village,0.39459687,0.912601,1149,7,0
4330,62,1,0,0.6,some_village,0.5269015,0.6737388,1811,0,23
4331,22,1,0,1.0,some_village,0.26873916,0.20746624,1205,6,0
4332,63,1,0,0.6,some_village,0.7612501,0.10154343,184,0,33
4333,68,0,0,1.0,some_village,0.19409168,0.8836831,1945,0,43
4334,31,0,0,0.2,some_village,0.9687917,0.21973252,413,0,1
4335,41,0,1,0.8,some_village,0.485022,0.08995628,1209,0,38
4336,34,0,0,0.6,some_village,0.54213583,0.71593976,2357,0,25
4337,22,0,0,0.7,some_village,0.5702833,0.7699626,707,2,0
4338,33,0,0,0.4,some_village,0.7467301,0.40163308,2147,0,23
4339,28,0,0,0.7,some_village,0.25074828,0.5406546,1085,2,0
4340,60,0,0,0.8,some_village,0.7288248,0.28309208,1409,0,13
4341,26,1,0,0.9,some_village,0.006611347,0.009806573,1631,5,0
4342,7,0,0,0.8,some_village,0.2899481,0.014165938,1846,8,0
4343,27,0,0,0.6,some_village,0.735652,0.9661309,911,7,0
4344,18,0,0,0.2,some_village,0.67815524,0.8126143,1314,8,0
4345,50,0,0,0.6,some_village,0.052904725,0.6081244,66,0,34
4346,41,0,0,0.0,some_village,0.08877224,0.5834048,640,0,5
4347,64,0,0,0.8,some_village,0.47020453,0.84959286,2131,0,21
4348,18,1,0,0.8,some_village,0.07858038,0.28228867,141,5,0
4349,46,0,1,1.0,some_village,0.8196777,0.08718979,698,0,26
4350,53,1,1,0.7,some_village,0.72598934,0.76982266,1199,0,15
4351,71,0,0,1.0,some_village,0.5063509,0.25205094,461,0,42
4352,54,0,0,0.7,some_village,0.970998,0.9903655,1030,0,41
4353,57,1,0,0.6,some_village,0.8372824,0.69693094,2341,0,20
4354,26,0,0,0.7,some_village,0.7382735,0.97327375,1814,1,0
4355,59,0,0,0.7,some_village,0.15822417,0.8612665,791,0,31
4356,12,0,0,0.6,some_village,0.37121898,0.12424421,957,7,0
4357,11,0,0,0.9,some_village,0.40610218,0.5817876,179,5,0
4358,29,0,0,0.6,some_village,0.2782662,0.8067759,2042,8,0
4359,28,0,0,0.6,some_village,0.85608196,0.9386277,1462,8,0
4360,61,1,0,0.6,some_village,0.90811574,0.28299552,1881,0,17
4361,18,0,0,0.6,some_village,0.055898547,0.23296094,1095,2,0
4362,36,1,0,0.9,some_village,0.23614258,0.75669813,1870,0,7
4363,79,0,0,0.6,some_village,0.4198566,0.77141744,896,0,38
4364,61,0,0,1.0,some_village,0.33658874,0.17208397,1395,0,20
4365,10,1,0,0.9,some_village,0.22907901,0.026534855,1022,8,0
4366,5,1,0,0.8,some_village,0.9697701,0.80545163,513,7,0
4367,50,0,0,0.8,some_village,0.49796706,0.9878058,105,0,43
4368,52,0,0,0.9,some_village,0.6959362,0.9555644,100,0,26
4369,73,0,0,0.7,some_village,0.09333891,0.39266986,88,0,1
4370,12,0,0,0.9,some_village,0.6225806,0.79733014,1425,8,0
4371,52,0,1,0.8,some_village,0.4654137,0.4686734,586,0,41
4372,41,0,0,0.6,some_village,0.4696529,0.23522657,692,0,9
4373,39,1,0,0.6,some_village,0.8424585,0.49047792,1412,0,36
4374,47,0,0,0.5,some_village,0.81130826,0.893953,2301,0,18
4375,69,1,0,0.6,some_village,0.37087506,0.7961109,2471,0,10
4376,18,0,0,0.5,some_village,0.88736826,0.10571611,2130,7,0
4377,26,0,0,0.1,some_village,0.9758471,0.7466665,1894,10,0
4378,62,1,0,0.6,some_village,0.14971465,0.07865846,756,0,48
4379,9,0,0,0.9,some_village,1.6766787E-4,0.36225724,256,4,0
4380,41,0,0,1.0,some_village,0.30104965,0.40914273,981,0,39
4381,35,0,0,0.7,some_village,0.0073331594,0.250727,2199,0,37
4382,59,0,0,0.0,some_village,0.07966864,0.43176484,1476,0,12
4383,5,0,0,0.9,some_village,0.38764852,0.8241164,461,3,0
4384,42,1,1,0.6,some_village,0.9367069,0.70007926,1981,0,19
4385,18,1,0,0.7,some_village,0.34436816,0.8142218,2249,6,0
4386,33,0,0,0.9,some_village,0.0017567277,0.17690039,986,0,9
4387,54,0,0,0.5,some_village,0.6615318,0.78673196,2043,0,8
4388,6,0,0,0.8,some_village,0.3455994,0.8824622,1000,7,0
4389,28,0,0,0.5,some_village,0.98521256,0.69485784,1793,9,0
4390,5,1,0,0.7,some_village,0.83756304,0.027336359,2356,10,0
4391,74,0,0,0.6,some_village,0.3966545,0.64483684,1574,0,3
4392,6,0,0,0.5,some_village,0.09763473,0.7144698,1344,10,0
4393,18,0,0,0.7,some_village,0.7571181,0.09456897,950,4,0
4394,59,1,0,0.8,some_village,0.48173887,0.6061113,18,0,44
4395,46,0,0,0.8,some_village,0.39426196,0.5543179,1997,0,44
4396,19,0,0,0.8,some_village,0.58890533,0.98933524,2066,6,0
4397,34,0,0,0.7,some_village,0.6214952,0.3350423,676,0,38
4398,71,0,0,0.6,some_village,0.064314604,0.08108318,127,0,23
4399,39,0,1,1.0,some_village,0.8942901,0.70985276,1800,0,10
4400,68,0,0,0.8,some_village,0.6429416,0.36597395,2133,0,32
4401,47,0,1,0.9,some_village,0.13181973,0.13225162,1351,0,38
4402,60,1,0,1.0,some_village,0.50839645,0.5448741,1284,0,1
4403,73,0,0,0.6,some_village,0.694746,0.8892744,1162,0,39
4404,76,1,0,0.7,some_village,0.44826353,0.7916963,1492,0,46
4405,15,0,0,1.0,some_village,0.12391585,0.3689348,891,2,0
4406,17,0,0,0.9,some_village,0.8494663,0.5026435,1227,3,0
4407,6,0,0,0.8,some_village,0.10387039,0.71861005,2183,9,0
4408,46,0,1,0.7,some_village,0.63903683,0.8223525,306,0,31
4409,15,1,0,0.5,some_village,0.45539635,0.23158312,133,4,0
4410,48,0,0,0.6,some_village,0.50185364,0.9666343,1549,0,41
4411,8,0,0,0.2,some_village,0.641904,0.7230217,78,1,0
4412,42,0,0,0.8,some_village,0.49447012,0.7773784,1280,0,38
4413,12,1,0,0.8,some_village,0.6465038,0.88702565,1607,8,0
4414,52,1,0,0.5,some_village,0.07876629,0.9965589,161,0,37
4415,63,0,0,1.0,some_village,0.6712639,0.6870949,1148,0,31
4416,10,0,0,1.0,some_village,0.41000164,0.93148357,1001,9,0
4417,71,0,1,0.9,some_village,0.7319922,0.32494974,1412,0,31
4418,66,1,1,0.6,some_village,0.5868205,0.016723216,2489,0,48
4419,71,1,1,0.3,some_village,0.47962683,0.9653847,144,0,44
4420,61,1,0,0.9,some_village,0.006019473,0.78696,1466,0,19
4421,76,0,1,1.0,some_village,0.30418742,0.46874803,622,0,43
4422,72,0,0,1.0,some_village,0.21149725,0.63899356,784,0,39
4423,55,0,0,0.7,some_village,0.2977237,0.32859182,1300,0,47
4424,22,0,0,0.9,some_village,0.49460304,0.48101676,550,9,0
4425,68,0,0,0.8,some_village,0.8914894,0.75869364,2170,0,40
4426,68,0,0,1.0,some_village,0.151447,0.26834202,670,0,9
4427,27,0,0,0.9,some_village,0.6935783,0.028009474,2495,1,0
4428,79,1,1,0.3,some_village,0.509911,0.18367398,2065,0,7
4429,45,1,0,1.0,some_village,0.9424116,0.70596266,2095,0,49
4430,79,1,1,0.6,some_village,0.7282623,0.11573303,2352,0,42
4431,63,0,0,1.0,some_village,0.2762699,0.35241085,969,0,46
4432,11,1,0,0.9,some_village,0.068021834,0.108639,1969,8,0
4433,8,0,0,0.9,some_village,0.9549212,0.6458681,240,2,0
4434,48,0,0,0.1,some_village,0.54656905,0.7698016,2384,0,42
4435,65,0,0,0.6,some_village,0.72355723,0.48531628,657,0,6
4436,38,0,0,1.0,some_village,0.031098962,0.26713276,561,0,40
4437,14,0,0,0.5,some_village,0.57620746,0.6230988,308,3,0
4438,14,0,0,0.9,some_village,0.90443146,0.15727931,1009,5,0
4439,75,0,0,0.8,some_village,0.011089385,0.70688605,1435,0,5
4440,58,0,0,0.5,some_village,0.3804598,0.7813683,1666,0,14
4441,51,0,1,0.8,some_village,0.35988557,0.65995544,2143,0,45
4442,71,0,0,0.6,some_village,0.5526027,0.18294454,464,0,9
4443,17,0,0,0.4,some_village,0.54783195,0.5578886,1343,2,0
4444,77,1,0,0.9,some_village,0.50237966,0.351111,240,0,10
4445,59,0,0,0.9,some_village,0.2577181,0.55059135,2450,0,25
4446,55,0,0,0.8,some_village,0.23649317,0.46130574,2231,0,27
4447,51,0,0,0.6,some_village,0.6344962,0.46155113,1276,0,31
4448,45,1,0,1.0,some_village,0.28879422,0.37655336,1390,0,11
4449,7,0,0,0.3,some_village,0.7738361,0.63275075,923,3,0
4450,70,0,0,0.6,some_village,0.15463138,0.42144763,2375,0,31
4451,22,0,0,0.9,some_village,0.10488576,0.440692,801,10,0
4452,71,0,0,0.1,some_village,0.51778793,0.8278534,1788,0,30
4453,35,0,0,0.9,some_village,0.57874256,0.8786965,2056,0,5
4454,78,0,1,0.6,some_village,0.72891855,0.9829452,897,0,5
4455,40,1,0,0.5,some_village,0.8802552,0.6836549,386,0,16
4456,70,0,0,0.1,some_village,0.061798513,0.23385066,977,0,7
4457,16,1,0,0.9,some_village,0.9993084,0.9141387,1091,3,0
4458,60,1,0,0.7,some_village,0.7018265,0.85711956,290,0,44
4459,76,0,0,0.8,some_village,0.32058924,0.90208817,1288,0,43
4460,25,1,0,0.8,some_village,0.40979552,0.17710423,40,6,0
4461,33,0,0,0.9,some_village,0.5948189,0.085176885,1036,0,22
4462,7,0,0,0.6,some_village,0.5717291,0.4679578,672,1,0
4463,11,0,0,0.2,some_village,0.66213197,0.33934528,77,6,0
4464,79,1,0,0.7,some_village,0.6097658,0.78698283,772,0,32
4465,73,1,0,0.3,some_village,0.61160904,0.32843906,1126,0,29
4466,16,1,0,0.8,some_village,0.6660423,0.023405015,1201,10,0
4467,43,0,0,0.3,some_village,0.2826482,0.34737772,2022,0,43
4468,74,0,0,0.9,some_village,0.44146723,0.011238456,1472,0,9
4469,49,0,0,0.7,some_village,0.15145433,0.564921,243,0,2
4470,66,0,1,0.5,some_village,0.7899704,0.2514652,1334,0,14
4471,26,0,0,0.9,some_village,0.3092463,0.94956255,1794,9,0
4472,33,0,1,0.7,some_village,0.52471304,0.32392466,1558,0,50
4473,27,0,0,0.9,some_village,0.24150461,0.638942,67,8,0
4474,51,1,0,0.7,some_village,0.6595303,0.56737614,1074,0,33
4475,74,0,1,0.9,some_village,0.22437578,0.6169312,1307,0,43
4476,52,1,0,0.6,some_village,0.3273841,0.5850974,2175,0,50
4477,14,0,0,1.0,some_village,0.16814691,0.58600336,2345,6,0
4478,20,0,0,0.6,some_village,0.78342474,0.30293876,157,4,0
4479,66,1,0,0.3,some_village,0.60869056,0.047441542,241,0,36
4480,75,0,1,0.6,some_village,0.5338592,0.7725117,816,0,43
4481,7,0,0,0.9,some_village,0.7734966,0.42587364,62,1,0
4482,38,0,1,0.8,some_village,0.99486136,0.6059989,1676,0,24
4483,67,0,0,0.7,some_village,0.36573845,0.293778,1752,0,24
4484,6,0,0,1.0,some_village,0.4015032,0.20341623,1609,1,0
4485,34,0,1,0.8,some_village,0.35460204,0.8530934,78,0,16
4486,37,1,0,0.5,some_village,0.7212159,0.42787796,67,0,34
4487,25,1,0,0.5,some_village,0.37222797,0.9902914,978,8,0
4488,13,0,0,0.8,some_village,0.91464067,0.729509,74,10,0
4489,60,1,1,1.0,some_village,0.7056123,0.9282014,656,0,24
4490,66,0,0,0.6,some_village,0.5690005,0.6520719,2282,0,12
4491,37,0,0,0.6,some_village,0.3497573,0.7726631,414,0,16
4492,61,1,0,0.8,some_village,0.41005147,0.534432,1140,0,10
4493,48,1,0,0.6,some_village,0.6713536,0.0030187964,1910,0,2
4494,37,0,0,0.7,some_village,0.49242896,0.6367579,166,0,17
4495,65,1,0,0.8,some_village,0.24142337,0.4454509,207,0,30
4496,42,0,0,0.9,some_village,0.43682748,0.509992,1505,0,2
4497,25,1,0,0.8,some_village,0.044284046,0.25416708,1034,6,0
4498,73,0,0,0.7,some_village,0.27322453,0.098150015,1187,0,38
4499,45,0,0,1.0,some_village,0.37890446,0.067753494,959,0,25
4500,43,0,1,0.8,some_village,0.11169547,0.6920872,1792,0,45
4501,63,0,1,0.7,some_village,0.12067562,0.605802,1913,0,35
4502,26,0,0,0.9,some_village,0.6920495,0.023656666,1643,8,0
4503,75,0,0,0.7,some_village,0.065713346,0.5349582,76,0,15
4504,40,1,0,0.9,some_village,0.40761286,0.9675986,2241,0,26
4505,44,0,0,0.9,some_village,0.8260382,0.81924766,278,0,20
4506,11,0,0,0.7,some_village,0.6565001,0.8666874,1897,2,0
4507,44,0,0,1.0,some_village,0.37129772,0.5225108,2428,0,6
4508,66,1,0,0.6,some_village,0.43849462,0.6412636,2381,0,23
4509,17,1,0,0.8,some_village,0.4665811,0.78261054,2279,10,0
4510,30,1,0,0.8,some_village,0.9512779,0.921249,788,0,45
4511,74,0,0,0.7,some_village,0.90336436,0.61308914,261,0,38
4512,60,0,0,0.6,some_village,0.98937035,0.85924095,867,0,23
4513,22,0,0,0.6,some_village,0.58889586,0.3855,968,6,0
4514,23,0,0,0.5,some_village,0.9285316,0.2900083,936,2,0
4515,66,0,0,0.9,some_village,0.8754091,0.19881123,1683,0,36
4516,6,1,0,0.8,some_village,0.8146297,0.373457,1365,4,0
4517,32,0,0,0.3,some_village,0.81646705,0.67881614,1304,0,4
4518,76,0,0,0.8,some_village,0.0033031106,0.26811707,2439,0,46
4519,74,0,1,0.4,some_village,0.605136,0.9390909,1212,0,2
4520,76,0,0,0.6,some_village,0.29472882,0.26968104,2433,0,44
4521,23,0,0,0.6,some_village,0.81305987,0.30337858,2294,3,0
4522,50,0,0,0.7,some_village,0.931328,0.3871507,1534,0,43
4523,67,1,0,0.9,some_village,0.26026893,0.6049068,474,0,9
4524,40,0,0,0.5,some_village,0.25875974,0.9977646,136,0,7
4525,22,0,0,0.6,some_village,0.30995947,0.67620844,1444,3,0
4526,49,1,0,0.8,some_village,0.33934438,0.8205645,2419,0,6
4527,62,0,0,0.9,some_village,0.810838,0.4858504,2344,0,40
4528,66,0,0,0.8,some_village,0.44904196,0.15185809,1170,0,18
4529,40,0,0,0.7,some_village,0.03550166,0.89711475,1436,0,29
4530,79,0,0,0.9,some_village,0.96279186,0.57479405,734,0,25
4531,40,1,1,0.9,some_village,0.410941,0.85231054,2266,0,10
4532,78,0,1,0.7,some_village,0.53147787,0.6574732,2257,0,48
4533,32,0,0,0.8,some_village,0.9706745,0.21958506,1140,0,3
4534,76,1,0,0.7,some_village,0.04109806,0.9456293,15,0,23
4535,54,1,1,0.6,some_village,0.859373,0.82969487,1334,0,47
4536,17,1,0,0.9,some_village,0.39525515,0.44927007,796,5,0
4537,26,0,0,0.9,some_village,0.78211457,0.059715748,1252,6,0
4538,29,0,0,0.9,some_village,0.08946735,0.07024425,2394,2,0
4539,72,0,1,0.6,some_village,0.32891673,0.9175837,2181,0,6
4540,14,0,0,0.6,some_village,0.43520868,0.82084686,196,4,0
4541,72,0,0,0.6,some_village,0.39843702,0.6508127,1047,0,33
4542,48,0,1,0.7,some_village,0.073399365,0.33196998,692,0,2
4543,11,0,0,0.9,some_village,0.56252825,0.90028256,51,9,0
4544,25,0,0,0.7,some_village,0.05076486,0.021527946,1086,7,0
4545,75,1,0,1.0,some_village,0.3170901,0.8734792,2406,0,32
4546,36,0,0,0.7,some_village,0.3350094,0.9311766,291,0,47
4547,78,0,0,0.5,some_village,0.9622683,0.6841767,1156,0,21
4548,53,0,0,0.4,some_village,0.29392767,0.6388613,1868,0,28
4549,53,1,0,0.9,some_village,0.12556982,0.7039161,902,0,22
4550,39,1,1,0.5,some_village,0.42328745,0.47683066,477,0,3
4551,66,0,0,0.9,some_village,0.9450186,0.9855271,959,0,25
4552,66,0,1,0.8,some_village,0.0259521,0.56910765,282,0,43
4553,69,0,0,1.0,some_village,0.9401444,0.6178448,1193,0,15
4554,79,1,0,0.8,some_village,0.18115097,0.83492005,974,0,1
4555,45,0,0,0.9,some_village,0.4663908,0.53104997,1609,0,30
4556,64,0,0,0.5,some_village,0.26312602,0.21802163,2388,0,36
4557,37,0,0,0.1,some_village,0.15835273,0.42829168,628,0,28
4558,8,1,0,0.5,some_village,0.5794037,0.26960772,2354,3,0
4559,78,0,0,0.8,some_village,0.19818908,0.72376966,1791,0,18
4560,30,0,0,0.7,some_village,0.87501365,0.66944057,1009,0,38
4561,27,0,0,0.8,some_village,0.38397384,0.7470347,1327,3,0
4562,61,0,0,0.1,some_village,0.06282991,0.31401998,2242,0,14
4563,70,0,0,0.7,some_village,0.62360686,0.2863177,1324,0,34
4564,50,0,0,0.8,some_village,0.45127755,0.6093116,1880,0,32
4565,9,1,0,0.1,some_village,0.4417233,0.7611116,1274,6,0
4566,27,1,0,0.6,some_village,0.14743489,0.59677684,399,2,0
4567,47,0,1,0.5,some_village,0.95688653,0.6055401,923,0,39
4568,54,0,0,0.9,some_village,0.5218586,0.17946869,575,0,49
4569,13,0,0,0.4,some_village,0.8279484,0.7418072,680,5,0
4570,5,1,0,0.8,some_village,0.6138381,0.14843267,606,10,0
4571,64,0,0,0.5,some_village,0.5287376,0.5339453,2470,0,28
4572,20,0,0,0.9,some_village,0.8292932,0.7536478,1226,4,0
4573,34,0,0,0.8,some_village,0.6029698,0.64675987,1515,0,18
4574,23,1,0,0.9,some_village,0.7026709,0.6323686,1635,10,0
4575,11,1,0,1.0,some_village,0.5034475,0.16925436,108,8,0
4576,40,0,0,0.6,some_village,0.31162208,0.35849005,1410,0,8
4577,50,0,1,0.9,some_village,0.61341673,0.5163981,184,0,11
4578,7,1,0,0.8,some_village,0.082131505,0.27761108,697,7,0
4579,5,0,0,0.9,some_village,0.4940927,0.5209067,2265,4,0
4580,22,0,0,0.8,some_village,0.04430175,0.4737748,2347,10,0
4581,64,0,1,0.8,some_village,0.553988,0.8197472,2349,0,2
4582,78,0,1,0.7,some_village,0.20077497,0.60665435,560,0,34
4583,18,0,0,0.8,some_village,0.91234386,0.9761626,1619,4,0
4584,18,0,0,0.4,some_village,0.008772016,0.8360032,956,7,0
4585,35,0,1,0.0,some_village,0.7213674,0.3965056,908,0,49
4586,60,0,0,0.8,some_village,0.24050087,0.86140424,406,0,25
4587,79,0,1,0.9,some_village,0.8551467,0.70804405,2045,0,50
4588,73,0,0,0.8,some_village,0.2926076,0.14644045,137,0,16
4589,22,0,0,0.7,some_village,0.21017408,0.81647897,2169,2,0
4590,60,0,0,0.9,some_village,0.7385641,0.85862607,2011,0,32
4591,50,1,1,0.7,some_village,0.38441503,0.59546685,1892,0,49
4592,71,0,1,0.5,some_village,0.78410125,0.018326879,215,0,9
4593,71,0,0,0.9,some_village,0.1237973,0.08882111,40,0,8
4594,21,0,0,0.7,some_village,0.41405576,0.07075459,1435,8,0
4595,58,1,1,0.7,some_village,0.7168821,0.78437686,2398,0,29
4596,73,1,1,1.0,some_village,0.78375286,0.6648145,1275,0,47
4597,11,0,0,0.9,some_village,0.13015705,0.9089398,518,1,0
4598,54,1,0,0.6,some_village,0.2127561,0.29605174,206,0,1
4599,7,0,0,0.7,some_village,0.42475575,0.36496484,1048,9,0
4600,70,1,1,0.7,some_village,0.023582697,0.8587135,1082,0,35
4601,14,0,0,0.6,some_village,8.124709E-4,0.8880336,1015,6,0
4602,63,1,0,0.2,some_village,0.08814341,0.76629126,667,0,29
4603,13,0,0,0.9,some_village,0.29500192,0.020096183,958,2,0
4604,25,0,0,0.7,some_village,0.8763064,0.90173185,262,9,0
4605,46,0,0,0.6,some_village,0.7843825,0.3098244,1619,0,41
4606,30,0,1,0.5,some_village,0.095753014,0.928949,680,0,23
4607,49,0,1,0.7,some_village,0.47363812,0.9556021,1062,0,4
4608,16,1,0,1.0,some_village,0.6416819,0.26132548,1919,2,0
4609,24,1,0,0.9,some_village,0.1886037,0.38083017,33,10,0
4610,18,0,0,0.7,some_village,0.7803362,0.52443695,1242,9,0
4611,49,1,0,0.7,some_village,0.3873939,0.38560563,23,0,21
4612,8,0,0,0.7,some_village,0.52094644,0.39455825,1340,4,0
4613,49,1,0,0.6,some_village,0.16690105,0.6849788,291,0,5
4614,51,0,0,0.8,some_village,0.23410302,0.8271529,933,0,47
4615,63,0,0,0.5,some_village,0.7876526,0.44473517,77,0,36
4616,23,0,0,0.6,some_village,0.34981948,0.6667566,1596,3,0
4617,19,1,0,0.0,some_village,0.3205061,0.62249345,1984,6,0
4618,69,1,0,0.9,some_village,0.94329995,0.828306,1950,0,39
4619,19,1,0,1.0,some_village,0.9278141,0.15761048,2007,2,0
4620,59,0,0,0.9,some_village,0.5474103,0.95608175,1226,0,49
4621,56,0,0,0.1,some_village,0.39310896,0.6202045,1036,0,29
4622,33,0,0,0.8,some_village,0.8517625,0.50725174,2272,0,9
4623,71,1,0,0.8,some_village,0.145899,0.0037796497,2244,0,33
4624,55,0,0,0.9,some_village,0.5113178,0.05107987,972,0,44
4625,12,1,0,0.9,some_village,0.38588285,0.58948624,1871,7,0
4626,66,1,0,1.0,some_village,0.7171521,0.65692365,1301,0,27
4627,65,0,1,0.6,some_village,0.6914698,0.44937307,102,0,20
4628,9,1,0,0.7,some_village,0.9192939,0.27410316,92,3,0
4629,77,0,0,0.7,some_village,0.90598893,0.13903457,1856,0,42
4630,6,1,0,0.7,some_village,0.06883854,0.3255936,2321,2,0
4631,25,0,0,0.9,some_village,0.6543092,0.33989793,568,5,0
4632,51,1,0,0.4,some_village,0.13581282,0.9209001,1193,0,44
4633,65,0,0,0.9,some_village,0.28021556,0.81562376,193,0,46
4634,20,1,0,0.5,some_village,0.47624117,0.625449,1771,8,0
4635,15,0,0,0.3,some_village,0.97990394,0.3096128,231,10,0
4636,17,0,0,0.8,some_village,0.67667234,0.11585218,1737,9,0
4637,6,0,0,0.9,some_village,0.63621175,0.36410916,509,6,0
4638,51,1,0,0.6,some_village,0.45288754,0.0075953603,2165,0,17
4639,79,1,0,0.2,some_village,0.47291505,0.924638,1469,0,48
4640,76,0,0,0.9,some_village,0.7349623,0.49412137,1677,0,26
4641,52,1,1,0.5,some_village,0.42175347,0.5626505,462,0,5
4642,63,0,0,0.6,some_village,0.38619065,0.1702739,2403,0,20
4643,33,0,0,0.7,some_village,0.8723692,0.6187565,2150,0,36
4644,78,0,0,0.9,some_village,0.43933034,0.53416497,2406,0,25
4645,27,1,0,0.8,some_village,0.09753263,0.62783426,2454,4,0
4646,22,0,0,0.2,some_village,0.9843762,0.85756826,331,6,0
4647,63,0,0,0.9,some_village,0.7410438,0.26095074,1372,0,35
4648,8,1,0,0.8,some_village,0.31558615,0.7408274,1690,2,0
4649,30,0,0,0.4,some_village,0.32484567,0.10453558,516,0,33
4650,65,0,0,0.6,some_village,0.529237,0.03847891,1690,0,4
4651,62,0,0,0.9,some_village,0.82848936,0.9683485,802,0,38
4652,20,0,0,0.3,some_village,0.8632491,0.5214873,1547,2,0
4653,63,0,0,0.6,some_village,0.7427244,0.42976713,1659,0,50
4654,37,1,0,0.7,some_village,0.9964304,0.028109431,906,0,31
4655,74,0,0,0.7,some_village,0.0073123574,0.13206983,798,0,30
4656,55,0,0,0.6,some_village,0.47799903,0.049298167,387,0,1
4657,6,0,0,0.8,some_village,0.66965437,0.067952394,239,1,0
4658,59,0,0,0.7,some_village,0.40085995,0.16677278,57,0,6
4659,55,0,1,1.0,some_village,0.13031507,0.08778727,1957,0,28
4660,40,1,0,0.8,some_village,0.1819247,0.84455377,1179,0,30
4661,73,0,0,0.9,some_village,0.6561542,0.7576745,1245,0,2
4662,32,0,1,0.5,some_village,0.53317547,0.07481617,384,0,1
4663,67,0,0,0.7,some_village,0.42646515,0.88996786,1859,0,10
4664,34,0,0,0.9,some_village,0.1370331,0.15310436,599,0,15
4665,9,1,0,0.6,some_village,0.9811902,0.5926924,50,10,0
4666,61,0,0,0.7,some_village,0.21487927,0.43368083,113,0,32
4667,19,1,0,0.6,some_village,0.4504339,0.23586929,1987,7,0
4668,27,0,0,1.0,some_village,0.99557513,0.7543365,1158,1,0
4669,45,1,0,0.6,some_village,0.5498494,0.60275924,2478,0,38
4670,9,0,0,0.5,some_village,0.6340916,0.03845787,662,5,0
4671,31,0,0,0.6,some_village,0.16174793,0.6670709,1360,0,22
4672,64,1,0,0.6,some_village,0.14867306,0.59563524,755,0,2
4673,66,0,0,0.7,some_village,0.7557544,0.7087415,2123,0,6
4674,39,1,0,0.6,some_village,0.0010266304,0.21349108,50,0,28
4675,39,1,0,0.9,some_village,0.07602489,0.14168441,914,0,24
4676,17,0,0,0.2,some_village,0.0726797,0.60175705,2470,4,0
4677,60,1,0,0.8,some_village,0.619563,0.09442097,313,0,43
